OBJECTID,CONDO_BK,CONDO_PG,BK_PG,DOC_DATE,SQUARE,SUFFIX,REC_LOT,O_LOTS,TAX_LOT,MAT_SSL,MISC,REGIME,REGIME_ID
2556,25,20,25/20,,3499,,0001,,0800,3499    0800,,3020,1400
2307,63,32,63/32,2007-06-25T00:00:00.000Z,3300,,0024,,,3300    0024,,3136,1600
2450,63,37,63/37,2007-06-19T00:00:00.000Z,3576,,0056,,,3576    0056,,1577,414
2121,43,19,43/19,1998-04-28T00:00:00.000Z,2545,,0293,,0825,2545    0825,,1139,136
2288,61,36,61/36,2007-03-30T00:00:00.000Z,2900,,0039,,,2900    0039,,1892,1618
2497,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0810,0811,0812,0813,0815,0816,0817,0818,0819,0820,0821,0822,0823,0824,0825",0814,2837    0814,,1664,501
2065,38,9,38/9,,5999,,0018,,,5999    0018,,4012,1503
2374,64,40,64/40,2007-09-28T00:00:00.000Z,0235,,0204,,0831,0235    0831,,2866,1569
2017,37,10,37/10,,0819,,0022,,,0819    0022,,2315,932
2214,45,19,45/19,,5763,,0003,,,5763    0003,,1481,319
2342,63,19,63/19,2007-09-04T00:00:00.000Z,0206,,0234,,,0206    0234,,2911,1798
2236,45,44,45/44,,0524,,0021,,,0524    0021,,2546,1120
2263,46,28,46/28,,3094,,0069,,,3094    0069,,1523,360
2005,36,55,36/55,,0069,,0232,,,0069    0232,,1034,32
2117,42,46,42/46,,5869,,0077,,,5869    0077,,1283,278
2566,39,41,39/41,1990-07-20T00:00:00.000Z,3499,,0001,,0807,3499    0807,,0042,10764
2009,37,1,37/1,,1717,,0004,,,1717    0004,FIRST AMMENDMENT,1065,62
2411,65,49,65/49,2007-12-14T00:00:00.000Z,0368,,0125,,,0368    0125,,2892,1779
2242,46,2,46/2,,0240,,0065,,,0240    0065,,2543,1117
2894,64,27,64/27,2007-08-30T00:00:00.000Z,0515,,0158,"0865,0867,0868,7007,7008,7009,7012,7013",0866,0515    0866,"Part of Lot covered by Tax Lots 0865, 0866 & Air Lots 7007, 7008, 7009, 7012, 7013",2876,1579
2245,46,5,46/5,,2675,,0297,,,2675    0297,,1495,333
2040,37,46,37/46,1988-11-30T00:00:00.000Z,1058,,0085,,,1058    0085,,2373,989
2333,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7000,7001,7004,7005,7006,7007,7009,0842,0844,0845",0843,1045    0843,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
2332,64,30,64/30,2007-08-20T00:00:00.000Z,3952,,0045,,,3952    0045,*AMENDED 9/17/2007,1886,1624
2100,42,29,42/29,,5867,,0232,,,5867    0232,,1282,277
2447,64,5,64/5,2007-12-05T00:00:00.000Z,2994,,0025,,,2994    0025,,3158,1805
2198,45,1,45/1,2001-04-17T00:00:00.000Z,2848,,0072,,,2848    0072,,1483,321
2460,62,42,62/42,2007-03-30T00:00:00.000Z,0540,,0106,,0842,0540    0842,Part of Lot is covered by Tax Lot 0842,2838,1541
2249,46,9,46/9,2002-08-01T00:00:00.000Z,5871,,0149,,0871,5871    0871,,1500,338
2057,37,60,37/60,,2564,,0043,,,2564    0043,,1205,202
2401,65,24,65/24,2007-11-29T00:00:00.000Z,1171,,0082,,0811,1171    0811,Part of Lot is covered by Tax Lot 0811,2893,1780
2187,44,31,44/31,2000-10-19T00:00:00.000Z,2662,,0203,,,2662    0203,,1314,305
2369,65,4,65/4,2007-09-25T00:00:00.000Z,2900,,0039,,,2900    0039,,1892,1618
2002,36,50,36/50,1987-11-03T00:00:00.000Z,1096,,0068,,,1096    0068,,2379,994
2446,64,5,64/5,2007-12-05T00:00:00.000Z,2994,,0024,,,2994    0024,,3158,1805
2050,37,52,37/52,1988-11-08T00:00:00.000Z,0946,,0002,,0805,0946    0805,,2343,960
2527,67,18,67/18,2008-07-25T00:00:00.000Z,4051,,0016,,,4051    0016,,1950,2016
2466,62,8,62/8,2007-03-30T00:00:00.000Z,3098,,0139,,,3098    0139,,1849,1661
2889,66,47,66/47,2008-02-28T00:00:00.000Z,0515,,0158,"0864,7004,7005,7006,7011",0863,0515    7004,"Part of Lot is covered by Tax Lots 0863 & 0864 & Air Lots 7004, 7005, 7006, 7011",2898,1785
2062,38,5,38/5,1989-07-26T00:00:00.000Z,1299,,0253,"0254,0255",0917,1299    0917,,1060,57
2551,,,AO73307,1983-02-01T00:00:00.000Z,2875,,0159,,1098,2875    1098,AO73307,0026,1832
2522,67,38,67/38,2008-06-24T00:00:00.000Z,3281,,0033,,,3281    0033,,3164,2007
2004,36,53,36/53,,1810,,0228,,,1810    0228,,2433,1047
2331,63,49,63/49,2007-08-20T00:00:00.000Z,1388,,0098,,,1388    0098,*AMENDED 9/17/2007,2874,1577
2169,44,11,44/11,,0206,,0014,,,0206    0014,,2510,1087
2174,44,18,44/18,,2853,,0041,,,2853    0041,,1486,324
2061,38,4,38/4,,0778,,0122,,,0778    0122,,2301,918
2368,64,18,64/18,2007-09-20T00:00:00.000Z,5597,,0039,,,5597    0039,,1913,1744
2001,36,49,36/49,,0868,,0065,,,0868    0065,,2330,947
2140,43,20,43/20,1997-10-25T00:00:00.000Z,0207,,0122,,,0207    0122,,2441,1050
2168,44,9,44/9,,0208,,0138,,,0208    0138,,2465,1067
2247,46,7,46/7,,2940,,0016,,,2940    0016,,3048,1424
2228,45,34,45/34,,0368,,0160,,,0368    0160,,2535,1110
2424,66,9,66/9,2008-01-14T00:00:00.000Z,0008,,0019,,0807,0008    0807,Part of Lot is covered by Tax Lot 0807,2881,1768
2887,67,47,67/47,2008-02-28T00:00:00.000Z,0514,,0022,0077,0863,0514    0863,Tax Lot killed by Record Lot 95 on 6/14/2006 by Subdivision (200/178),2810,1513
2252,46,12,46/12,,0312,,0029,,,0312    0029,,2545,1119
2304,62,34,62/34,2007-06-19T00:00:00.000Z,3401,,0019,,,3401    0019,,3137,1601
2079,42,2,42/2,1995-03-10T00:00:00.000Z,2545,,0292,,0819,2545    0819,,1139,136
2517,51,2,51/2,2004-09-30T00:00:00.000Z,0457,,0042,7003,0877,0457    0877,Part of Lot is covered by Tax Lot 0877 & Air Lot 7003,3067,1443
2060,38,3,38/3,,0151,,0273,,,0151    0273,,2087,706
2400,65,34,65/34,2007-11-29T00:00:00.000Z,0341,,0074,,,0341    0074,,2886,1773
2380,65,28,65/28,2007-09-28T00:00:00.000Z,0151,,0273,,,0151    0273,,2087,706
2160,43,48,43/48,,0278,,0017,,,0278    0017,,2254,872
2313,61,25,61/25,2007-07-16T00:00:00.000Z,0842,,0034,,,0842    0034,AMENDED UNIT # 7/20/2007,2853,1556
2125,43,5,43/5,,0178,,0076,,,0178    0076,,2172,791
2896,64,27,64/27,2007-08-30T00:00:00.000Z,0515,,0158,"0865,0866,0867,7007,7008,7009,7012,7013",0868,0515    0868,"Part of Lot covered by Tax Lots 0865, 0866 & Air Lots 7007, 7008, 7009, 7012, 7013",2876,1579
2034,37,36,37/36,,0132,,0219,,,0132    0219,,2050,669
2530,67,44,67/44,2008-06-05T00:00:00.000Z,0751,,0013,0802,0803,0751    0803,Part of Lot is covered by Tax Lots 0802 & 0803,2930,1854
2122,42,53,42/53,,5869,,0074,,,5869    0074,,1283,278
2298,63,43,63/43,2007-05-30T00:00:00.000Z,2838,,0028,,,2838    0028,,1858,1652
2147,43,30,43/30,1998-05-01T00:00:00.000Z,1297,,0099,,,1297    0099,,2302,919
2379,65,25,65/25,2007-09-28T00:00:00.000Z,4051,,0009,,,4051    0009,,1880,1630
2367,62,12,62/12,2007-09-20T00:00:00.000Z,0368,,0017,,,0368    0017,0017 changed to 0167,2873,1576
2173,44,17,44/17,,0206,,0013,,,0206    0013,,2466,1068
2420,65,50,65/50,2008-01-03T00:00:00.000Z,2587,,0489,,,2587    0489,,1903,1734
2150,43,34,43/34,,4544,,0171,,,4544    0171,,2485,1078
2209,45,14,45/14,,2665,,0029,,,2665    0029,,1484,1999
2291,63,22,63/22,2007-03-30T00:00:00.000Z,5753,,0091,,,5753    0091,,1854,1656
2413,66,13,66/13,2007-12-19T00:00:00.000Z,0277,,0041,,,0277    0041,,2884,1771
2403,65,46,65/46,2007-11-30T00:00:00.000Z,4055,,0221,,,4055    0221,,1779,614
2109,42,37,42/37,1996-04-29T00:00:00.000Z,0067,,0064,,,0067    0064,,1020,18
2504,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0810,0811,0812,0813,0814,0815,0816,0817,0818,0819,0820,0822,0823,0824,0825",0821,2837    0821,,1664,501
2483,46,42,46/42,2002-12-20T00:00:00.000Z,1096,,0065,"0808,0812,0814,0816,0818,0820,0822,0824",0810,1096    0810,,2563,1137
2370,64,46,64/46,2007-09-27T00:00:00.000Z,0477,,0021,,,0477    0021,,2868,1571
2358,63,41,63/41,2007-09-17T00:00:00.000Z,2853,,0207,,,2853    0207,,1908,1739
2485,46,42,46/42,2002-12-20T00:00:00.000Z,1096,,0064,"0808,0810,0812,0816,0818,0820,0822,0824",0814,1096    0814,,2563,1137
2156,43,43,43/43,1999-04-29T00:00:00.000Z,0407,,0025,,0817,0407    0817,,3046,1422
2533,67,10,67/10,2008-03-31T00:00:00.000Z,0514,,0048,"0049,0050",0827,0514    0048,Lot is covered by Tax Lot 0827,2906,1793
2300,63,36,63/36,2007-06-06T00:00:00.000Z,3103,,0069,,,3103    0069,,1860,1650
2888,64,26,64/26,2007-09-04T00:00:00.000Z,0515,,0158,7000,0860,0515    7000,Part of Lot covered by Tax Lot 0860 & Air Lot 7000,2875,1578
2360,64,38,64/38,2007-09-19T00:00:00.000Z,3121,,0080,,,3121    0080,,1877,1633
2299,63,25,63/25,2007-06-04T00:00:00.000Z,1069,,0108,,,1069    0108,,2844,1547
2003,36,51,36/51,1999-12-17T00:00:00.000Z,1202,,0063,,,1202    0063,,0018,1824
2515,63,43,63/43,2007-05-30T00:00:00.000Z,5722,,0066,,,5722    0066,,1872,1638
2195,44,43,44/43,,3043,,0089,,,3043    0089,,1312,303
2334,64,44,64/44,2007-08-28T00:00:00.000Z,0477,,0038,,,0477    0038,,2880,1583
2396,65,30,65/30,2007-11-05T00:00:00.000Z,0514,,0096,,,0514    0096,,2887,1774
2349,64,21,64/21,2007-09-04T00:00:00.000Z,0508,,0069,,,0508    0069,,2870,1573
2892,66,47,66/47,2008-02-28T00:00:00.000Z,0515,,0158,"0863,7004,7005,7006,7011",0864,0515    7011,"Part of Lot is covered by Tax Lots 0863 & 0864 & Air Lots 7004, 7005, 7006, 7011",2898,1785
2498,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0810,0811,0812,0813,0814,0816,0817,0818,0819,0820,0821,0822,0823,0824,0825",0815,2837    0815,,1664,501
2222,45,28,45/28,2001-12-14T00:00:00.000Z,2132,,0033,,0828,2132    0828,,1491,329
2064,38,8,38/8,1989-03-13T00:00:00.000Z,2208,,0104,,0809,2208    0809,,1089,86
2132,43,11,43/11,,0778,,0120,,,0778    0120,,2298,915
2508,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0810,0811,0812,0813,0814,0815,0816,0817,0818,0819,0820,0821,0822,0823,0824",0825,2837    0825,,1664,501
2324,64,24,64/24,2007-08-14T00:00:00.000Z,4544,,0176,,,4544    0176,,2858,1561
2066,38,10,38/10,,0069,,0149,,,0069    0149,,1035,33
2107,42,35,42/35,,0242,N,0033,,,0242N   0033,,2244,862
2564,38,7,38/7,,3499,,0006,,0814,3499    0814,,3020,1400
2073,38,23,38/23,,0280,,0030,,,0280    0030,,2644,1218
2563,37,48,37/48,,3499,,0006,,0814,3499    0814,,3020,1400
2111,42,39,42/39,,0156,,0263,,,0156    0263,,2147,766
2112,42,40,42/40,,0247,,0098,,,0247    0098,,3001,1381
2518,49,12,49/12,1949-12-01T00:00:00.000Z,0653,,0100,,,0653    0100,PHASE IV,2562,1136
2142,71,4,71/4,2009-09-10T00:00:00.000Z,5336,,0040,,,5336    0040,,1342,2025
2224,45,30,45/30,,0150,,0247,,,0150    0247,,2539,1114
2170,44,12,44/12,,2555,,0053,,,2555    0053,,1308,299
2311,63,45,63/45,2007-07-10T00:00:00.000Z,0445,,0202,,,0445    0202,,2852,1555
2078,38,32,38/32,,5584,,0115,,,5584    0115,,1270,265
2188,44,32,44/32,2000-10-19T00:00:00.000Z,2552,,0031,,,2552    0031,,1320,311
2345,63,39,63/39,2007-09-04T00:00:00.000Z,2832,,0072,,,2832    0072,,1651,488
2525,67,18,67/18,2008-07-25T00:00:00.000Z,4051,,0007,,,4051    0007,,1950,2016
2362,64,45,64/45,2007-09-20T00:00:00.000Z,6153,,0071,,,6153    0071,,1888,1622
2193,44,40,44/40,,2563,,0104,,,2563    0104,,1315,306
2310,63,31,63/31,2007-07-05T00:00:00.000Z,2848,,0078,,,2848    0078,,1859,1651
2283,45,46,45/46,,3953,,0024,,,3953    0024,,1498,336
2088,42,14,42/14,,0362,,0243,,,0362    0243,,2448,1054
2302,63,37,63/37,2007-06-19T00:00:00.000Z,3576,,0022,,,3576    0022,,1577,414
2165,44,5,44/5,,0209,,0030,,,0209    0030,,2514,1090
2104,42,32,42/32,,0156,,0327,,,0156    0327,,2145,764
2326,61,43,61/43,2007-08-14T00:00:00.000Z,3564,,0001,0800,0801,3564    0801,,1867,1643
2383,65,2,65/2,2007-09-29T00:00:00.000Z,3136,,0028,,,3136    0028,,3141,1605
2025,37,20,37/20,,0966,,0011,,,0966    0011,,2351,968
2266,46,31,46/31,,0241,,0104,,,0241    0104,,2550,1124
2051,37,53,37/53,,0207,,0106,,,0207    0106,,2518,1094
2287,61,8,61/8,2006-12-04T00:00:00.000Z,3566,,0077,,,3566    0077,,1819,1691
2406,65,40,65/40,2007-12-05T00:00:00.000Z,0972,,0067,,,0972    0067,,2889,1776
2372,64,35,64/35,2007-09-28T00:00:00.000Z,0553,,0134,,,0553    0134,,2867,1570
2013,37,5,37/5,,2560,,0126,0885,0884,2560    0884,,1201,198
2512,2,6,2/6,1974-07-17T00:00:00.000Z,5672,,0082,,,5672    0082,,1274,269
2208,45,13,45/13,,3559,,0031,,,3559    0031,,3041,1419
2098,42,26,42/26,,2549,,0637,,,2549    0637,,1160,157
2181,44,23,44/23,2000-08-29T00:00:00.000Z,0132,,0231,,,0132    0231,,2112,731
2163,44,2,44/2,1999-09-30T00:00:00.000Z,0156,,0166,,,0156    0166,,2148,767
2130,43,10,43/10,,0363,,0095,,,0363    0095,,2452,1057
2083,42,8,42/8,,0153,,0126,,,0153    0126,,2113,732
2063,38,6,38/6,,1231,,0140,,,1231    0140,,2456,1061
2488,46,42,46/42,2002-12-20T00:00:00.000Z,1096,,0059,"0808,0810,0812,0814,0816,0818,0822,0824",0820,1096    0820,,2563,1137
2137,43,16,43/16,,0239,,0126,,,0239    0126,,2507,1084
2297,63,16,63/16,2007-05-30T00:00:00.000Z,1058,,0088,,,1058    0088,,2843,1546
2096,42,22,42/22,,0312,,0051,,,0312    0051,,2257,875
2182,44,25,44/25,,0241,,0126,,,0241    0126,,2472,1072
2414,66,15,66/15,2007-12-24T00:00:00.000Z,0408,,0020,,0837,0408    0837,CONDO AMENDMENT,3037,1415
2218,45,24,45/24,,4547,,0106,,,4547    0106,,2537,1112
2219,45,44,45/44,,2560,,0064,,,2560    0064,,1488,326
2008,36,59,36/59,1988-01-11T00:00:00.000Z,4325,,0039,,0815,4325    0815,,3031,1410
2451,64,48,64/48,2007-09-20T00:00:00.000Z,3674,,0012,"0013,0014",,3674    0012,,3147,1611
2243,46,3,46/3,,0240,,0066,,,0240    0066,,2544,1118
2303,64,2,64/2,2007-06-19T00:00:00.000Z,2906,,0079,,,2906    0079,,1865,1645
2465,45,11,45/11,,2860,,0061,,,2860    0061,,1484,322
2555,,,,1982-05-19T00:00:00.000Z,2875,,1034,,,2875    1034,Office Order,0026,1832
2537,67,36,67/36,2008-05-16T00:00:00.000Z,1367,,0069,0068,,1367    0069,FIRST AMMENDMENT,2863,1566
2507,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0810,0811,0812,0813,0814,0815,0816,0817,0818,0819,0820,0821,0822,0823,0825",0824,2837    0824,,1664,501
2206,45,10,45/10,,0004,N,0026,,,0004N   0026,,2526,1101
2884,40,25,40/25,1991-12-23T00:00:00.000Z,0408,,0020,7000,,0408    7000,,3037,1415
2133,43,12,43/12,1997-08-01T00:00:00.000Z,2567,,0085,,,2567    0085,,0025,1831
2238,45,47,45/47,,0239,,0075,,,0239    0075,,2542,1116
2081,42,4,42/4,,2540,,0293,,,2540    0293,,1130,127
2501,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0810,0811,0812,0813,0814,0815,0816,0817,0819,0820,0821,0822,0823,0824,0825",0818,2837    0818,,1664,501
2359,64,22,64/22,2007-09-19T00:00:00.000Z,5729,,0063,,,5729    0063,,1876,1634
2347,64,15,64/15,2007-09-04T00:00:00.000Z,4057,,0194,,,4057    0194,,1873,1637
2895,64,27,64/27,2007-08-30T00:00:00.000Z,0515,,0158,"0865,0866,0868,7007,7008,7009,7012,7013",0867,0515    0867,"Part of Lot covered by Tax Lots 0865, 0866 & Air Lots 7007, 7008, 7009, 7012, 7013",2876,1579
2103,42,31,42/31,,0069,,0170,,,0069    0170,,1037,35
2329,64,28,64/28,2007-08-15T00:00:00.000Z,3209,,0107,,,3209    0107,,3148,1612
2176,44,20,44/20,,5635,,0042,,,5635    0042,,1309,300
2161,43,49,43/49,,2544,,0067,,,2544    0067,,1137,134
2090,42,16,42/16,,6239,S,0005,,,6239S   0005,,1300,294
2323,64,8,64/8,2007-08-14T00:00:00.000Z,0962,N,0002,,,0962N   0002,,2854,1557
2882,37,44,37/44,,2560,,0126,0884,0885,2560    0885,,1202,199
2203,45,7,45/7,,0205,,0061,,,0205    0061,,2524,1099
2200,45,3,45/3,,0362,,0223,,,0362    0223,,2522,1097
2364,63,23,63/23,2007-09-28T00:00:00.000Z,0242,,0108,,,0242    0108,Previously Lot 0071,2872,1575
2373,64,36,64/36,2007-09-28T00:00:00.000Z,5729,,0068,"0069,0070",,5729    0068,,1883,1627
2381,65,29,65/29,2007-09-28T00:00:00.000Z,3520,,0113,,,3520    0113,,1891,1619
2223,45,29,45/29,,0156,,0053,,,0156    0053,,2529,1104
2427,65,41,65/41,2008-01-22T00:00:00.000Z,5323,,0036,,,5323    0036,,1912,1743
2106,42,34,42/34,,0156,,0052,,,0156    0052,,2146,765
2178,44,21,44/21,,5889,,0036,,,5889    0036,,1310,301
2559,37,8,37/8,1988-06-21T00:00:00.000Z,3499,,0006,,0808,3499    0808,,3020,1400
2490,46,42,46/42,2002-12-20T00:00:00.000Z,1096,,0058,"0808,0810,0812,0814,0816,0818,0820,0822",0824,1096    0824,,2563,1137
2233,45,39,45/39,,2863,,0087,,,2863    0087,,1492,330
2356,62,37,62/37,2007-09-12T00:00:00.000Z,0510,,0051,,,0510    0051,,1057,54
2123,43,1,43/1,,3925,,0081,,,3925    0081,,3027,1406
2392,63,48,63/48,2007-09-29T00:00:00.000Z,2835,,0109,,,2835    0109,,1893,1617
2183,44,26,44/26,,0193,,0151,,,0193    0151,,2203,822
2328,64,13,64/13,2007-08-15T00:00:00.000Z,2677,,0383,,,2677    0383,,1863,1647
2547,,,,1955-12-29T00:00:00.000Z,2875,,0156-of1,0220,0980,2875    0980,,0026,1832
2151,43,36,43/36,,0194,,0004,,,0194    0004,,2210,829
2197,44,50,44/50,,0243,,0025,,,0243    0025,,2512,1089
2058,38,1,38/1,1989-01-31T00:00:00.000Z,2583,,0511,,,2583    0511,,1216,213
2350,63,27,63/27,2007-09-11T00:00:00.000Z,3209,,0106,,,3209    0106,,3150,1614
2010,37,2,37/2,,2681,,0682,,,2681    0682,,1243,240
2338,60,16,60/16,2007-09-04T00:00:00.000Z,5446,,0041,,,5446    0041,Killed by Tax Lot 815 on 1/12/2011 ,1878,1632
2361,65,14,65/14,2007-09-19T00:00:00.000Z,0513,,0141,,,0513    0141,Condo lots 2015 - 2030 were cancelled on 9/11/2008,2864,1567
2521,66,39,66/39,2008-03-24T00:00:00.000Z,3566,,0046,"0044,0045,0047,0048,0049",,3566    0046,,1936,1765
2190,44,35,44/35,2000-10-31T00:00:00.000Z,0304,,0033,,,0304    0033,,2506,1083
2221,45,27,45/27,,0282,,0040,,,0282    0040,,2534,1109
2229,45,35,45/35,,2672,,0683,,,2672    0683,,1490,328
2335,64,1,64/1,2007-08-28T00:00:00.000Z,6239,S,0014,,,6239S   0014,,1871,1639
2343,69,25,69/25,2008-10-23T00:00:00.000Z,0515,,0158,"0861,7001,7002,7003,7010",0862,0515    0862,Part of Lot covered by Tax Lots 0861 & 0862,2876,1579
2166,44,6,44/6,,2235,,0096,,,2235    0096,,1304,298
2110,42,38,42/38,,0245,,0029,,,0245    0029,,2247,865
2148,43,32,43/32,1998-05-26T00:00:00.000Z,2551,,0080,,,2551    0080,,1168,165
2489,46,42,46/42,2002-12-20T00:00:00.000Z,1096,,0060,"0808,0810,0812,0814,0816,0818,0820,0824",0822,1096    0822,,2563,1137
2500,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0810,0811,0812,0813,0814,0815,0816,0818,0819,0820,0821,0822,0823,0824,0825",0817,2837    0817,,1664,501
2234,45,40,45/40,,0036,,0047,,0857,0036    0857,Killed by 72/9 (2214 - 2216),1489,327
2448,61,43,61/43,2007-08-14T00:00:00.000Z,3564,,0001,0801,0800,3564    0800,,1867,1643
2201,45,4,45/4,,5636,,0065,,,5636    0065,,1476,314
2135,43,14,43/14,1997-08-27T00:00:00.000Z,0210,,0130,,,0210    0130,,2455,1060
2528,67,18,67/18,2008-07-25T00:00:00.000Z,4051,,0014,,0801,4051    0801,,1950,2016
2087,42,13,42/13,,2860,,0032,,,2860    0032,,1249,245
2382,65,23,65/23,2007-09-29T00:00:00.000Z,0484,,0027,,,0484    0027,Part of Lot covered - FIRST AMENDMENT (2247 - 2377),2714,1288
2204,45,8,45/8,,0156,,0066,,,0156    0066,,2527,1102
2294,63,30,63/30,2007-05-01T00:00:00.000Z,0342,,0059,,,0342    0059,,3134,1598
2194,44,42,44/42,,2235,,0097,,,2235    0097,,1478,316
2231,45,37,45/37,,0870,,0098,,,0870    0098,,2536,1111
2353,64,34,64/34,2007-09-11T00:00:00.000Z,1367,,0068,0069,,1367    0068,,2863,1566
2386,63,23,63/23,2007-09-28T00:00:00.000Z,0242,,0071,,,0242    0071,,2872,1575
2893,64,27,64/27,2007-08-30T00:00:00.000Z,0515,,0158,"0866,0867,0868,7007,7008,7009,7012,7013",0865,0515    0865,"Part of Lot covered by Tax Lots 0865, 0866 & Air Lots 7007, 7008, 7009, 7012, 7013",2876,1579
2415,64,43,64/43,2008-01-02T00:00:00.000Z,4560,,0187,,,4560    0187,Tax lot 860 killed condos (2005 - 2008) on 3/9/09 ref. #: 2009023365.,2890,1777
2431,65,14,65/14,2007-09-19T00:00:00.000Z,0513,,0142,,,0513    0142,Condo lots 2015 - 2030 were cancelled on 9/11/2008,2864,1567
2432,65,14,65/14,2007-09-19T00:00:00.000Z,0513,,0143,,,0513    0143,Condo lots 2015 - 2030 were cancelled on 9/11/2008,2864,1567
2433,65,14,65/14,2007-09-19T00:00:00.000Z,0513,,0140,,,0513    0140,Condo lots 2015 - 2030 were cancelled on 9/11/2008,2864,1567
2452,64,48,64/48,2007-09-20T00:00:00.000Z,3674,,0014,"0012,0013",,3674    0014,,3147,1611
2544,66,33,66/33,,3566,,0049,0048,,3566    0049,,1936,1765
2306,63,14,63/14,2007-06-25T00:00:00.000Z,1034,,0155,,,1034    0155,,2856,1559
2039,37,45,37/45,,2546,,0054,,,2546    0054,,1144,141
2467,65,13,65/13,2007-09-17T00:00:00.000Z,3117,,0039-1,,0826,3117    0826,CANCELLED 12/14/2007,1885,1625
2277,46,23,46/23,,0362,,0273,,,0362    0237,,2559,1133
2308,63,17,63/17,2007-07-02T00:00:00.000Z,1112,,0147,,,1112    0147,,2845,1548
2172,44,16,44/16,,0279,,0048,,,0279    0048,,2470,1071
2152,43,38,43/38,1998-11-06T00:00:00.000Z,2545,,0291,,,2545    0291,,1139,136
2404,64,5,64/5,2007-12-05T00:00:00.000Z,2994,,0023,,,2994    0023,,3158,1805
2493,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0811,0812,0813,0814,0815,0816,0817,0818,0819,0820,0821,0822,0823,0824,0825",0810,2837    0810,,1664,501
2248,46,8,46/8,,0025,,0021,,,0025    0021,,1646,483
2014,37,6,37/6,,2528,,0313,,,2528    0313,,1106,103
2499,55,14,55/14,2005-10-26T00:00:00.000Z,2837,,0076,"0808,0809,0810,0811,0812,0813,0814,0815,0817,0818,0819,0820,0821,0822,0823,0824,0825",0816,2837    0816,,1664,501
2246,46,7,46/7,,2940,,0015,,,2940    0015,,3048,1424
2286,61,24,61/24,2006-12-20T00:00:00.000Z,2937,,0029,,,2937    0029,,3121,1586
2456,64,36,64/36,2007-09-28T00:00:00.000Z,5729,,0070,"0068,0069",,5729    0070,,1883,1627
2457,36,11,36/11,,0240,,0153,,,0240    0153,,2233,851
2531,66,39,66/39,2008-03-24T00:00:00.000Z,3566,,0045,"0044,0046,0047,0048,0049",,3566    0045,,1936,1765
2037,37,39,37/39,1988-02-27T00:00:00.000Z,2540,,0291,,,2540    0291,,1129,126
2397,65,32,65/32,2007-11-05T00:00:00.000Z,2107,,0027,,,2107    0027,,1896,1727
2454,65,41,65/41,2008-01-22T00:00:00.000Z,5323,,0035,,,5323    0035,,1912,1743
2097,42,23,42/23,,0312,,0046,,,0312    0046,,2257,875
2070,38,19,38/19,,2552,,0068,,,2552    0068,,1173,170
2202,45,5,45/5,,5720,,0054,,,5720    0054,,1482,320
2390,56,40,56/40,2007-09-29T00:00:00.000Z,3130,,0035,,0814,3130    0814,Lot is covered by Tax Lot 0814,1906,1737
2375,64,50,64/50,2007-09-28T00:00:00.000Z,3136,,0080,,,3136    0080,,3143,1607
2268,60,14,60/14,2006-08-31T00:00:00.000Z,0371,,0371,,,0156    0371,,2797,1371
2154,43,40,43/40,1999-03-10T00:00:00.000Z,0280,,0032,,,0280    0032,,2480,1076
2348,64,20,64/20,2007-09-04T00:00:00.000Z,5091,,0068,,,5091    0068,,3140,1604
2536,65,37,65/37,2008-01-31T00:00:00.000Z,4445,,0053,"0054,0055",0816,4445    0816,All of Lot 0054 and Parts of Lots 0053 & 0055 are covered by Tax Lot 0816,1924,1753
2119,42,48,42/48,,0178,,0075,,,0178    0075,,2172,791
2421,65,45,65/45,2008-01-03T00:00:00.000Z,1665,,0011,,,1665    0011,,3153,1801
2395,65,15,65/15,2007-11-05T00:00:00.000Z,0156,,0339,,,0156    0339,,2882,1769
2184,44,28,44/28,,2866,,0066,,,2866    0066,,1317,308
2127,43,7,43/7,,0177,,0005,,,0177    0005,,2166,785
2007,36,57,36/57,,0844,,0053,,,0844    0053,,2321,938
2305,62,20,62/20,2007-06-25T00:00:00.000Z,5273,,0065,,,5273    0065,,3135,1599
2019,37,12,37/12,,0070,,0176,,,0070    0176,,1039,37
2278,46,22,46/22,,0363,,0097,,,0363    0097,,2560,1134
2257,46,17,46/17,,3522,,0049,,,3522    0049,,1501,339
2487,46,42,46/42,2002-12-20T00:00:00.000Z,1096,,0061,"0808,0810,0812,0814,0816,0820,0822,0824",0818,1096    0818,,2563,1137
2389,64,37,64/37,2007-09-29T00:00:00.000Z,0517,,0046,,,0517    0046,,3145,1609
2205,45,9,45/9,,0281,,0051,,,0281    0051,,2525,1100
2075,38,26,38/26,,2564,,0056,,,2564    0056,,1206,203
